kode,nama,provinsi,kabupaten,kecamatan,desa
1102022009,Kute Tengah,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Kute Tengah
1102022010,Tanah Baru,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Tanah Baru
1102022011,Kedataran Gabungan,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Kedataran Gabungan
1102022012,Gabungan Parsaroan,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Gabungan Parsaroan
1102022013,Lawe Loning,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Loning
1102022014,Lawe Loning Aman,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Loning Aman
1102022015,Suka Maju,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Suka Maju
1102022016,Lawe Tua Makmur,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Tua Makmur
1102022017,Lawe Tua Persatuan,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Tua Persatuan
1102022018,Lawe Serke,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Serke
1102022019,Lawe Rakat,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Rakat
1102022020,Suka Jaya,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Suka Jaya
1102022021,Enmiya Batu Dua,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Enmiya Batu Dua
1102022022,Sebungke,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Sebungke
1102022023,Bukit Sepakat,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Bukit Sepakat
1102022024,Lawe Loning,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Loning
1102022025,Lawe Loning I,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Loning I
1102022027,Qanun No. 32/2006,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Qanun No. 32/2006
1102022028,Qanun No. 32/2006,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Qanun No. 32/2006
1102022029,Lawe Loning,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Loning
1102022030,Qanun No. 32/2006,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Qanun No. 32/2006
1102022031,Qanun No. 32/2006,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Qanun No. 32/2006
1102022032,Lawe Sigala Barat,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Lawe Sigala Barat
1102022033,Qanun No. 32/2006,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Qanun No. 32/2006
1102022034,Qanun No. 32/2006,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Qanun No. 32/2006
1102022035,Qanun No. 32/2006,Aceh,Kab. Aceh Tenggara,Lawe Sigala-Gala,Qanun No. 32/2006
1102032001,Bambel Gabungan,Aceh,Kab. Aceh Tenggara,Bambel,Bambel Gabungan
1102032002,Kisam,Aceh,Kab. Aceh Tenggara,Bambel,Kisam
1102032005,Lawe Hijo,Aceh,Kab. Aceh Tenggara,Bambel,Lawe Hijo
1102032006,Pinding,Aceh,Kab. Aceh Tenggara,Bambel,Pinding
1102032009,Terutung Megara Asli,Aceh,Kab. Aceh Tenggara,Bambel,Terutung Megara Asli
1102032011,Biak Muli,Aceh,Kab. Aceh Tenggara,Bambel,Biak Muli
1102032012,Qanun No. 27/2006,Aceh,Kab. Aceh Tenggara,Bambel,Qanun No. 27/2006
1102032013,Pedesi,Aceh,Kab. Aceh Tenggara,Bambel,Pedesi
1102032014,Terutung Payung,Aceh,Kab. Aceh Tenggara,Bambel,Terutung Payung
1102032015,Terutung Payung Hilir,Aceh,Kab. Aceh Tenggara,Bambel,Terutung Payung Hilir
1102032016,Tualang Sembilar,Aceh,Kab. Aceh Tenggara,Bambel,Tualang Sembilar
1102032017,Kuning I,Aceh,Kab. Aceh Tenggara,Bambel,Kuning I
1102032018,Kuning Ii,Aceh,Kab. Aceh Tenggara,Bambel,Kuning Ii
1102032019,Cinta Damai,Aceh,Kab. Aceh Tenggara,Bambel,Cinta Damai
1102032021,Rikit,Aceh,Kab. Aceh Tenggara,Bambel,Rikit
1102032023,Bambel,Aceh,Kab. Aceh Tenggara,Bambel,Bambel
1102032025,Lawe Kihing,Aceh,Kab. Aceh Tenggara,Bambel,Lawe Kihing
1102032026,Terutung Seperai,Aceh,Kab. Aceh Tenggara,Bambel,Terutung Seperai
1102032027,Kute Seri,Aceh,Kab. Aceh Tenggara,Bambel,Kute Seri
1102032028,Kuta Antara,Aceh,Kab. Aceh Tenggara,Bambel,Kuta Antara
1102032029,Pulo Perengge,Aceh,Kab. Aceh Tenggara,Bambel,Pulo Perengge
1102032031,Pulo Kendondong,Aceh,Kab. Aceh Tenggara,Bambel,Pulo Kendondong
1102032033,Qanun No. 27/2006,Aceh,Kab. Aceh Tenggara,Bambel,Qanun No. 27/2006
1102032034,Qanun No. 27/2006,Aceh,Kab. Aceh Tenggara,Bambel,Qanun No. 27/2006
1102032035,Biak Muli Pantai Raja,Aceh,Kab. Aceh Tenggara,Bambel,Biak Muli Pantai Raja
1102032036,Biak Muli Sejahtera,Aceh,Kab. Aceh Tenggara,Bambel,Biak Muli Sejahtera
1102032037,Qanun No. 27/2006,Aceh,Kab. Aceh Tenggara,Bambel,Qanun No. 27/2006
1102032038,Terutung Payung,Aceh,Kab. Aceh Tenggara,Bambel,Terutung Payung
1102032039,Qanun No. 27/2006,Aceh,Kab. Aceh Tenggara,Bambel,Qanun No. 27/2006
1102032040,Qanun No. 27/2006,Aceh,Kab. Aceh Tenggara,Bambel,Qanun No. 27/2006
1102032041,Qanun No. 27/2006,Aceh,Kab. Aceh Tenggara,Bambel,Qanun No. 27/2006
1102032042,Kute Lang-Lang,Aceh,Kab. Aceh Tenggara,Bambel,Kute Lang-Lang
1102042001,Kota Kutacane,Aceh,Kab. Aceh Tenggara,Babussalam,Kota Kutacane
1102042002,Perapat Hilir,Aceh,Kab. Aceh Tenggara,Babussalam,Perapat Hilir
1102042003,Perapat Hulu,Aceh,Kab. Aceh Tenggara,Babussalam,Perapat Hulu
1102042004,Muara Lawe Bulan,Aceh,Kab. Aceh Tenggara,Babussalam,Muara Lawe Bulan
1102042005,Mbarung,Aceh,Kab. Aceh Tenggara,Babussalam,Mbarung
1102042006,Batu Mbulan Asli,Aceh,Kab. Aceh Tenggara,Babussalam,Batu Mbulan Asli
1102042007,Batu Mbulan I,Aceh,Kab. Aceh Tenggara,Babussalam,Batu Mbulan I
1102042008,Batu Mbulan Ii,Aceh,Kab. Aceh Tenggara,Babussalam,Batu Mbulan Ii
1102042009,Kampung Raja,Aceh,Kab. Aceh Tenggara,Babussalam,Kampung Raja
1102042010,Pulonas,Aceh,Kab. Aceh Tenggara,Babussalam,Pulonas
1102042012,Terutung Pedi,Aceh,Kab. Aceh Tenggara,Babussalam,Terutung Pedi
1102042013,Kute Rih,Aceh,Kab. Aceh Tenggara,Babussalam,Kute Rih
1102042014,Gumpang Jaya,Aceh,Kab. Aceh Tenggara,Babussalam,Gumpang Jaya
1102042015,Pulo Latong,Aceh,Kab. Aceh Tenggara,Babussalam,Pulo Latong
1102042016,Kutacane Lama,Aceh,Kab. Aceh Tenggara,Babussalam,Kutacane Lama
1102042017,Batu Mbulan Mbaru,Aceh,Kab. Aceh Tenggara,Babussalam,Batu Mbulan Mbaru
1102042018,Pulo Peding,Aceh,Kab. Aceh Tenggara,Babussalam,Pulo Peding
1102042019,Mendabe,Aceh,Kab. Aceh Tenggara,Babussalam,Mendabe
1102042020,Ujung Barat,Aceh,Kab. Aceh Tenggara,Babussalam,Ujung Barat
1102042021,Pekhapat Titi Panjang,Aceh,Kab. Aceh Tenggara,Babussalam,Pekhapat Titi Panjang
1102042022,Qanun No. 30/2006,Aceh,Kab. Aceh Tenggara,Babussalam,Qanun No. 30/2006
1102042023,Qanun No. 30/2006,Aceh,Kab. Aceh Tenggara,Babussalam,Qanun No. 30/2006
1102042024,Batu Mbulan Sepakat,Aceh,Kab. Aceh Tenggara,Babussalam,Batu Mbulan Sepakat
1102042025,Qanun No. 30/2006,Aceh,Kab. Aceh Tenggara,Babussalam,Qanun No. 30/2006
1102042026,Qanun No. 30/2006,Aceh,Kab. Aceh Tenggara,Babussalam,Qanun No. 30/2006
1102042027,Mbarung Datuk,Aceh,Kab. Aceh Tenggara,Babussalam,Mbarung Datuk
1102052005,Salang Alas,Aceh,Kab. Aceh Tenggara,Badar,Salang Alas
1102052011,Purwodadi,Aceh,Kab. Aceh Tenggara,Badar,Purwodadi
1102052012,Kuta Tinggi,Aceh,Kab. Aceh Tenggara,Badar,Kuta Tinggi
1102052013,Kampung Baru,Aceh,Kab. Aceh Tenggara,Badar,Kampung Baru
1102052014,Peranginan,Aceh,Kab. Aceh Tenggara,Badar,Peranginan
1102052015,Natam,Aceh,Kab. Aceh Tenggara,Badar,Natam
1102052025,Kumbang Jaya,Aceh,Kab. Aceh Tenggara,Badar,Kumbang Jaya
1102052026,Kumbang Indah,Aceh,Kab. Aceh Tenggara,Badar,Kumbang Indah
1102052027,Natam Baru,Aceh,Kab. Aceh Tenggara,Badar,Natam Baru
1102052029,Deleng Megakhe,Aceh,Kab. Aceh Tenggara,Badar,Deleng Megakhe
1102052030,Lawe Bekung,Aceh,Kab. Aceh Tenggara,Badar,Lawe Bekung
1102052031,Lawe Bekung,Aceh,Kab. Aceh Tenggara,Badar,Lawe Bekung
1102052032,Badar Indah,Aceh,Kab. Aceh Tenggara,Badar,Badar Indah
1102052033,Perda No. 28/2006,Aceh,Kab. Aceh Tenggara,Badar,Perda No. 28/2006
1102052034,Perda No. 28/2006,Aceh,Kab. Aceh Tenggara,Badar,Perda No. 28/2006
1102052035,Perda No. 28/2006,Aceh,Kab. Aceh Tenggara,Badar,Perda No. 28/2006
1102052036,Perda No. 28/2006,Aceh,Kab. Aceh Tenggara,Badar,Perda No. 28/2006
1102062001,Pardomuan Ii,Aceh,Kab. Aceh Tenggara,Babul Makmur,Pardomuan Ii
1102062002,Lawe Desky I,Aceh,Kab. Aceh Tenggara,Babul Makmur,Lawe Desky I
1102062003,Lawe Desky Sabas,Aceh,Kab. Aceh Tenggara,Babul Makmur,Lawe Desky Sabas
1102062005,Cinta Damai,Aceh,Kab. Aceh Tenggara,Babul Makmur,Cinta Damai
1102062006,Lawe Perbunga,Aceh,Kab. Aceh Tenggara,Babul Makmur,Lawe Perbunga
1102062007,Lawe Desky Tongah,Aceh,Kab. Aceh Tenggara,Babul Makmur,Lawe Desky Tongah
1102062008,Kute Bakti,Aceh,Kab. Aceh Tenggara,Babul Makmur,Kute Bakti
1102062010,Muara Situlen,Aceh,Kab. Aceh Tenggara,Babul Makmur,Muara Situlen
1102062011,Sejahtera,Aceh,Kab. Aceh Tenggara,Babul Makmur,Sejahtera
1102062012,Kute Makmur,Aceh,Kab. Aceh Tenggara,Babul Makmur,Kute Makmur
1102062013,Pardamean,Aceh,Kab. Aceh Tenggara,Babul Makmur,Pardamean
1102062014,Lawe Mantik,Aceh,Kab. Aceh Tenggara,Babul Makmur,Lawe Mantik
1102062015,Cinta Makmur,Aceh,Kab. Aceh Tenggara,Babul Makmur,Cinta Makmur
1102062016,Muara Setia,Aceh,Kab. Aceh Tenggara,Babul Makmur,Muara Setia
1102062017,Tanoh Alas,Aceh,Kab. Aceh Tenggara,Babul Makmur,Tanoh Alas
1102062018,Sejahtera Baru,Aceh,Kab. Aceh Tenggara,Babul Makmur,Sejahtera Baru
1102062024,Qanun No. 26/2006,Aceh,Kab. Aceh Tenggara,Babul Makmur,Qanun No. 26/2006
1102062025,Qanun No. 26/2006,Aceh,Kab. Aceh Tenggara,Babul Makmur,Qanun No. 26/2006
1102062026,Qanun No. 26/2006,Aceh,Kab. Aceh Tenggara,Babul Makmur,Qanun No. 26/2006
1102062027,Qanun No. 26/2006,Aceh,Kab. Aceh Tenggara,Babul Makmur,Qanun No. 26/2006
1102072001,Gulo,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Gulo
1102072002,Pulo Piku,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Pulo Piku
1102072003,Terutung Kute,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Terutung Kute
1102072004,Kute Ujung,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Kute Ujung
1102072005,Lawe Stul,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Lawe Stul
1102072007,Mamas,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Mamas
1102072008,Tanjung Lama,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Tanjung Lama
1102072009,Tanjung Muda,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Tanjung Muda
1102072010,Rambung Teldak,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Rambung Teldak
1102072011,Tanjung Aman,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Tanjung Aman
1102072012,Sri Muda,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Sri Muda
1102072013,Ujung Baru,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Ujung Baru
1102072014,Kute Rambe,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Kute Rambe
1102072015,Mamas Baru,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Mamas Baru
1102072016,Rambung Jaya,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Rambung Jaya
1102072017,Makmur Jaya,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Makmur Jaya
1102072018,Darul Makmur,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Darul Makmur
1102072019,Qanun No. 35/2006,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Qanun No. 35/2006
1102072020,Qanun No. 35/2006,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Qanun No. 35/2006
1102072021,Qanun No. 35/2006,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Qanun No. 35/2006
1102072022,Qanun No. 35/2006,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Qanun No. 35/2006
1102072023,Qanun No. 35/2006,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Qanun No. 35/2006
1102072024,Qanun No. 35/2006,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Qanun No. 35/2006
1102072025,Simpang Iv Tanjung,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Simpang Iv Tanjung
1102072026,Qanun No. 35/2006,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Qanun No. 35/2006
1102072027,Qanun No. 35/2006,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Qanun No. 35/2006
1102072028,Qanun No. 35/2006,Aceh,Kab. Aceh Tenggara,Darul Hasanah,Qanun No. 35/2006
1102082001,Pasir Gala,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Pasir Gala
1102082002,Pasir Penjengakan,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Pasir Penjengakan
1102082003,Kutambaru,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Kutambaru
1102082004,Lawe Sagu Hulu,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Lawe Sagu Hulu
1102082005,Lawe Sagu Hilir,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Lawe Sagu Hilir
1102082006,Kute Bantil,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Kute Bantil
1102082011,Lawe Kolok,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Lawe Kolok
1102082012,Lawe Rutung,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Lawe Rutung
1102082013,Kampung Nangka,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Kampung Nangka
1102082014,Tenembak Juhar,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Tenembak Juhar
1102082015,Simpang Empat,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Simpang Empat
1102082016,Kuta Buluh Botong,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Kuta Buluh Botong
1102082017,Katambaru Becawan,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Katambaru Becawan
1102082018,Lawe Kinge,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Lawe Kinge
1102082019,Kandang Mbelang,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Kandang Mbelang
1102082020,Mbacang Racun,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Mbacang Racun
1102082021,Telaga Mekar,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Telaga Mekar
1102082023,Pulonas Baru,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Pulonas Baru
1102082025,Qanun No. 29/2006,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Qanun No. 29/2006
1102082026,Pangguh,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Pangguh
1102082027,Qanun No. 29/2006,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Qanun No. 29/2006
1102082028,Qanun No. 29/2006,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Qanun No. 29/2006
1102082029,Qanun No. 29/2006,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Qanun No. 29/2006
1102082030,Qanun No. 29/2006,Aceh,Kab. Aceh Tenggara,Lawe Bulan,Qanun No. 29/2006
1102092001,Kute Lengat Pangan,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Kute Lengat Pangan
1102092002,Kute Lengat Selian,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Kute Lengat Selian
1102092003,Tualang Baru,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Tualang Baru
1102092004,Alur Buluh,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Alur Buluh
1102092006,Tenembak Bintang,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Tenembak Bintang
1102092007,Kute Lingga,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Kute Lingga
1102092008,Rikit Bur,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Rikit Bur
1102092010,Kerukunan,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Kerukunan
1102092011,Lawe Dua,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Lawe Dua
1102092012,Rema,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Rema
1102092013,Bambel Baru,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Bambel Baru
1102092014,Pejuang,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Pejuang
1102092015,Darussalam,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Darussalam
1102092016,Amaliah,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Amaliah
1102092017,Sebudi Jaya,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Sebudi Jaya
1102092018,Gumpang,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Gumpang
1102092019,Qanun No. 31/2006,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Qanun No. 31/2006
1102092020,Qanun No. 31/2006,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Qanun No. 31/2006
1102092021,Qanun No. 31/2006,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Qanun No. 31/2006
1102092022,Qanun No. 31/2006,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Qanun No. 31/2006
1102092023,Qanun No. 31/2006,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Qanun No. 31/2006
1102092024,Qanun No. 31/2006,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Qanun No. 31/2006
1102102001,Simpang Semadam,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Simpang Semadam
1102102002,Semadam Awal,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Semadam Awal
1102102003,Semadam Asal,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Semadam Asal
1102102004,Lawe Kinga,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Lawe Kinga
1102102005,Lawe Kinga Tebing,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Lawe Kinga Tebing
1102102006,Kebun Sere,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Kebun Sere
1102102007,Lawe Beringin Horas,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Lawe Beringin Horas
1102102008,Lawe. Berigin Gayo,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Lawe. Berigin Gayo
1102102009,Suka Makmur,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Suka Makmur
1102102010,Pasar Puntung,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Pasar Puntung
1102102011,Titi Pasir,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Titi Pasir
1102102012,Lawe Petanduk I,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Lawe Petanduk I
1102102013,Ngkeran Alur Buluh,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Ngkeran Alur Buluh
1102102015,Sepakat Segenap,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Sepakat Segenap
1102102016,Selamat Indah,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Selamat Indah
1102102017,Lawe Kinge Lapter,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Lawe Kinge Lapter
1102102018,Qanun No. 33/2006,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Qanun No. 33/2006
1102102019,Qanun No. 33/2006,Aceh,Kab. Aceh Tenggara,Bukit Tusam,Qanun No. 33/2006
1102112004,Titi Mas,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Titi Mas
1102112005,Meranti,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Meranti
1102112006,Kute Lang-Lang,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Kute Lang-Lang
1102112007,Lawe Sumur,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Lawe Sumur
1102112008,Pardamaian,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Pardamaian
1102112009,Salim Pipit,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Salim Pipit
1102112010,Penguhapan,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Penguhapan
1102112011,Lumban Tua,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Lumban Tua
1102112012,Mutiara Damai,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Mutiara Damai
1102112013,Dolok Nauli,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Dolok Nauli
1102112014,Tuhi Jongkat,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Tuhi Jongkat
1102112015,Uning Sigugur,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Uning Sigugur
1102112016,Lumban Sitio-Tio,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Lumban Sitio-Tio
1102112017,Lawe Malum,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Lawe Malum
1102112018,Alur Baning,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Alur Baning
1102112019,Qanun No. 34/2006,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Qanun No. 34/2006
1102112020,Qanun No. 34/2006,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Qanun No. 34/2006
1102112021,Qanun No. 34/2006,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Qanun No. 34/2006
1102112022,Qanun No. 34/2006,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Qanun No. 34/2006
1102112023,Qanun No. 34/2006,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Qanun No. 34/2006
1102112025,Qanun No. 34/2006,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Qanun No. 34/2006
1102112026,Qanun No. 34/2006,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Qanun No. 34/2006
1102112027,Qanun No. 34/2006,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Qanun No. 34/2006
1102112028,Qanun No. 34/2006,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Qanun No. 34/2006
1102112029,Qanun No. 34/2006,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Qanun No. 34/2006
1102112030,Titi Hakhapen,Aceh,Kab. Aceh Tenggara,Babul Rahmah,Titi Hakhapen
1102122001,Semula Wil. Kec. Badar,Aceh,Kab. Aceh Tenggara,Ketambe,Semula Wil. Kec. Badar
1102122002,Semula Wil. Kec. Badar,Aceh,Kab. Aceh Tenggara,Ketambe,Semula Wil. Kec. Badar
1102122003,Semula Wil. Kec. Badar,Aceh,Kab. Aceh Tenggara,Ketambe,Semula Wil. Kec. Badar
1102122004,Semula Wil. Kec. Badar,Aceh,Kab. Aceh Tenggara,Ketambe,Semula Wil. Kec. Badar
1102122005,Semula Wil. Kec. Badar,Aceh,Kab. Aceh Tenggara,Ketambe,Semula Wil. Kec. Badar
1102122006,Semula Wil. Kec. Badar,Aceh,Kab. Aceh Tenggara,Ketambe,Semula Wil. Kec. Badar
1102122007,Semula Wil. Kec. Badar,Aceh,Kab. Aceh Tenggara,Ketambe,Semula Wil. Kec. Badar
1102122008,Semula Wil. Kec. Badar,Aceh,Kab. Aceh Tenggara,Ketambe,Semula Wil. Kec. Badar
1102122009,Penyeberangan,Aceh,Kab. Aceh Tenggara,Ketambe,Penyeberangan
1102122010,Semula Wil. Kec. Badar,Aceh,Kab. Aceh Tenggara,Ketambe,Semula Wil. Kec. Badar
1102122011,Qanun No. 22/2006,Aceh,Kab. Aceh Tenggara,Ketambe,Qanun No. 22/2006
1102122012,Qanun No. 22/2006,Aceh,Kab. Aceh Tenggara,Ketambe,Qanun No. 22/2006
1102122013,Qanun No. 22/2006,Aceh,Kab. Aceh Tenggara,Ketambe,Qanun No. 22/2006
1102122014,Qanun No. 22/2006,Aceh,Kab. Aceh Tenggara,Ketambe,Qanun No. 22/2006
1102122015,Qanun No. 22/2006,Aceh,Kab. Aceh Tenggara,Ketambe,Qanun No. 22/2006
1102122016,Qanun No. 22/2006,Aceh,Kab. Aceh Tenggara,Ketambe,Qanun No. 22/2006
1102122017,Qanun No. 22/2006,Aceh,Kab. Aceh Tenggara,Ketambe,Qanun No. 22/2006
1102122018,Qanun No. 22/2006,Aceh,Kab. Aceh Tenggara,Ketambe,Qanun No. 22/2006
1102122019,Qanun No. 22/2006,Aceh,Kab. Aceh Tenggara,Ketambe,Qanun No. 22/2006
1102122020,Qanun No. 22/2006,Aceh,Kab. Aceh Tenggara,Ketambe,Qanun No. 22/2006
1102122021,Qanun No. 22/2006,Aceh,Kab. Aceh Tenggara,Ketambe,Qanun No. 22/2006
1102122023,Qanun No. 22/2006,Aceh,Kab. Aceh Tenggara,Ketambe,Qanun No. 22/2006
1102122024,Qanun No. 22/2006,Aceh,Kab. Aceh Tenggara,Ketambe,Qanun No. 22/2006
1102122025,Qanun No. 22/2006,Aceh,Kab. Aceh Tenggara,Ketambe,Qanun No. 22/2006
1102132001,Semula Wil. Kec. Badar,Aceh,Kab. Aceh Tenggara,Deleng Pokhkisen,Semula Wil. Kec. Badar
1102132002,Semula Wil. Kec. Badar,Aceh,Kab. Aceh Tenggara,Deleng Pokhkisen,Semula Wil. Kec. Badar
1102132003,Semula Wil. Kec. Badar,Aceh,Kab. Aceh Tenggara,Deleng Pokhkisen,Semula Wil. Kec. Badar
1102132004,Semula Wil. Kec. Lawe Bulan,Aceh,Kab. Aceh Tenggara,Deleng Pokhkisen,Semula Wil. Kec. Lawe Bulan
1102132005,Semula Wil. Kec. Badar,Aceh,Kab. Aceh Tenggara,Deleng Pokhkisen,Semula Wil. Kec. Badar
